Title,Translated title,Published,Source Name,Source Type,URL,PDF URL,Policy Document ID,Policy Document DOIs,PDF Document ID,Matched Reference Type,Matched News ID,Matched Policy Document ID,Matched DOI,Matched Person,Page,Matched Snippet,Matched Policy Document Title,Matched Departments
Vaccination and testing of the border workforce for COVID-19 and risk of community outbreaks: a modelling study,,2021-03-22,Analysis & Policy Observatory,other,https://apo.org.au/node/311665,https://apo.org.au/sites/default/files/resource-files/2021-03/apo-nid311665.pdf#page=1,apo-60975287c6c87d926878ae1a516d953e,,apo-60975287c6c87d926878ae1a516d953e-b53e67dee8602dfd3d3a6c335c326490,full text search,,,,,1,"Audrey Lustig 2,4 , Kannan Ridings 3,4 1. School of Mathematics and Statistics University of Canterbury, New Zealand. 2. Manaaki Whenua, Lincoln, New Zealand. 3. Department of Physics, University of Auckland, New Zealand. 4. Te P?naha Matatini: the Centre for Complex Systems and Networks, New Zealand. Executive Summary Vaccination of New Zealands frontline border workforce is a priority in order to protect this high-exposure",,
Vaccination and testing of the border workforce for COVID-19 and risk of community outbreaks: a modelling study,,2021-03-22,Analysis & Policy Observatory,other,https://apo.org.au/node/311665,https://apo.org.au/sites/default/files/resource-files/2021-03/apo-nid311665.pdf#page=9,apo-60975287c6c87d926878ae1a516d953e,,apo-60975287c6c87d926878ae1a516d953e-b53e67dee8602dfd3d3a6c335c326490,full text search,,,,,9,"Town and members of the Vaccine Modelling Group chaired by Therese Egan for feedback and informal peer review comments on an earlier version of this document. This work was funded by the New Zealand Ministry of Business, Innovation and Employment and Te P?naha Matatini, Centre of Research Excellence in Complex Systems. References Butler-Laporte G, Lawandi A, Schiller I, Yao M, Dendukuri N, McDonald EG, Lee TC 2021. Comparison of Saliva and Nasopharyngeal Swab Nucleic Acid Amplification Testing",,
Te P?naha Hihiko: Vision M?tauranga Capability Fund - successful proposals 2018,,2020-04-02,"New Zealand Ministry of Business, Innovation & Employment",government,https://www.mbie.govt.nz/dmsdocument/11345-te-punaha-hihiko-vision-matauranga-capability-fund-successful-proposals-2018,https://www.mbie.govt.nz/dmsdocument/11345-te-punaha-hihiko-vision-matauranga-capability-fund-successful-proposals-2018#page=4,businessnz-a2e431dd297abfb7396f3a51761ad56f,,businessnz-a2e431dd297abfb7396f3a51761ad56f-a2e431dd297abfb7396f3a51761ad56f,full text search,,,,,4,"Ng?ti Wh?tua Or?kei Kahui Rangahau : Connecting Maori with Science Providers Ng?ti Porou Miere New Zealand Maori Tourism-He Toa Takitini Mahaanui Kurataiao Limited Aroha Mead Edible Research Ltd Te P?naha Matatini University of Auckland Centre of Research Excellence, Monash University Funding excl GST Type 180,000 Placement 100,000 Connect 100,000 Connect 100,000 Connect 100,000 Connect",,
COVID-19: Independent Advisory Groups,,2023-01-26,Department of the Prime Minister and Cabinet,government,https://www.dpmc.govt.nz/publications/covid-19-independent-advisory-groups,https://www.dpmc.govt.nz/sites/default/files/2023-01/COVID-19-Independent-Continuous-Review-Improvement-and-Advice-Group-05102021.pdf#page=3,dpmcnz-f43d5e5d52334e46c8ea2a5e765bb3b1,,dpmcnz-f43d5e5d52334e46c8ea2a5e765bb3b1-6e533be6a0cc55eee2e87159a5988f37,full text search,,,,,3,discuss with agencies who were not part of original consultation to establish what it might mean for their sectors look at the measures determine the indicators for risk assessment. 7. Ruth referenced modelling work by Te P?naha Matatini and noted that advice from the Strategic COVID-19 Public Health Advisory Group SPHAG is due on Friday 8 October which will input into policy considerations. The Secretariat agreed to forward the commissioning questions underpinning SPHAGs,,
Estimated inequities in COVID-19 infection fatality rates by ethnicity for Aotearoa New Zealand,,2020-04-17,Analysis & Policy Observatory,other,https://apo.org.au/node/303355,https://apo.org.au/sites/default/files/resource-files/2020-04/apo-nid303355.pdf#page=1,apo-72bf6a6bf1f6a7af1c785df2c430ef55,,apo-72bf6a6bf1f6a7af1c785df2c430ef55-7b9d52253017903af22087052c3d3e7b,full text search,,,,,1,Te P?naha Matatini,,
Estimated inequities in COVID-19 infection fatality rates by ethnicity for Aotearoa New Zealand,,2020-04-17,Analysis & Policy Observatory,other,https://apo.org.au/node/303355,https://apo.org.au/sites/default/files/resource-files/2020-04/apo-nid303355.pdf#page=1,apo-72bf6a6bf1f6a7af1c785df2c430ef55,,apo-72bf6a6bf1f6a7af1c785df2c430ef55-7b9d52253017903af22087052c3d3e7b,full text search,,,,,1,"Michael J. Plank 1,4 , Kannan Ridings 2,4 , Andrew Sporle 7,8 1. School of Mathematics and Statistics University of Canterbury, New Zealand. 2. Department of Physics, University of Auckland, New Zealand. 3. Manaaki Whenua, New Zealand 4. Te P?naha Matatini: the Centre for Complex Systems and Networks, New Zealand. 5. University of Waikato, Hamilton, New Zealand. 6. Department of Public Health, University of Otago, New Zealand. 7. Department of Statistics, University of Auckland, New Zealand.",,
Responses to Official Information Requests - March 2023,,2023-09-19,Department of the Prime Minister and Cabinet,government,https://www.dpmc.govt.nz/publications/responses-official-information-requests-march-2023,https://www.dpmc.govt.nz/sites/default/files/2023-09/dpmc-roia-oia-2022-23-0619.pdf#page=7,dpmcnz-f7afdcc57e204852c5a540bd4c85cde6,,dpmcnz-f7afdcc57e204852c5a540bd4c85cde6-d535c6bcb8ca55274cd246e9bb2f2ee5,full text search,,,,,7,international partners on their initiatives and emerging narratives Updates from research commissioned by government agencies that may be of significance to the COVID-19 response Research provided by academic organisations such as Te P?naha Matatini Public reporting of potential false or misleading information via CERT NZ Media reporting in New Zealand and overseas Released under the Official Information Act 1982 Released,,
,,2018-05-14,Motu,think tank,https://www.motu.nz/our-research/population-and-labour/individual-and-group-outcomes/parenthood-and-labour-market-outcomes/,https://www.motu.nz/assets/Documents/our-work/population-and-labour/individual-and-group-outcomes/Parenthood-and-Labour-Market-Outcomes-Exec-Summary.pdf#page=1,moturesearch-1b9eea79e8b5bdb037fc76d74d74cea5,,moturesearch-1b9eea79e8b5bdb037fc76d74d74cea5-c433f57451a5e9b5d7305c48cdf9012c,full text search,,,,,1,"observations is much fewer. They also include each individual for a maximum of two years, so this cannot be used to trace an individuals outcomes change over the long run. This work was funded by the Ministry for Women with support from Motu, Te P?naha Matatini, AUT University and the New Zealand Work Research Institute. The authors gratefully acknowledge this assistance. 2018 Motu Economic and Public Policy Research Trust and the authors. ECONOMIC AND PUBLIC POLICY RESEARCH",,
COVID-19: Border management,,2023-01-26,Department of the Prime Minister and Cabinet,government,https://www.dpmc.govt.nz/publications/covid-19-border-management,https://www.dpmc.govt.nz/sites/default/files/2023-01/Reconnecting-New-Zealanders-with-the-World.pdf#page=4,dpmcnz-ba97e1a8f63f18a7559075311fd67927,,dpmcnz-ba97e1a8f63f18a7559075311fd67927-5488f6d21b63f90c09c26d94bb4cc18c,full text search,,,,,4,"Changing our border settings will require a greater focus on risk management in the community so that we can quickly detect any seed index cases of potential outbreaks and successfully stamp out transmission. 28 Researchers, including Te P?naha Matatini and the Institute for Environmental Science and Research ESR, are currently undertaking modelling specific to the New Zealand context to help us understand the levels of vaccination in the general population that would reduce our reliance on lockdown",,
COVID-19: Border management,,2023-01-26,Department of the Prime Minister and Cabinet,government,https://www.dpmc.govt.nz/publications/covid-19-border-management,https://www.dpmc.govt.nz/sites/default/files/2023-01/Reconnecting-New-Zealanders-with-the-World.pdf#page=14,dpmcnz-ba97e1a8f63f18a7559075311fd67927,,dpmcnz-ba97e1a8f63f18a7559075311fd67927-5488f6d21b63f90c09c26d94bb4cc18c,full text search,,,,,14,"opened in a particular way or at a particular point, but it can allow a better-than-intuitive sense of which interventions are likely to be most effective, and which new information would most change the likely outcomes. 74 Initial modelling by Te P?naha Matatini and ESR highlights both the importance of high rates of vaccination and a need to maintain public health settings, such as contract tracing and testing, to keep New Zealanders safe from COVID-19. The modelling reflects New Zealands unique starting",,
Proactive Release: Briefing to the Incoming Minister for the COVID-19 Response (Jun 2022),,2022-08-26,Department of the Prime Minister and Cabinet,government,https://www.dpmc.govt.nz/publications/proactive-release-briefing-incoming-minister-covid-19-response-jun-2022,https://www.dpmc.govt.nz/sites/default/files/2022-08/bim-2022-COVID-19-response-16062022.pdf#page=9,dpmcnz-98568ca4afa65f630570366c2bb56513,,dpmcnz-98568ca4afa65f630570366c2bb56513-5c02cd84d274b5cfe0441ec1e5bd661a,full text search,,,,,9,"Ministerial Group. The policy advice is informed by modelling. DPMC currently has a 2 million contract with the University of Auckland for the provision of modelling services, via the consortium COVID-19 Modelling Aotearoa CMA - formerly Te P?naha Matatini, which goes to 30 June 2022. CMA has maintained models that were developed in March 2020 such as the Branching Process and Network Contagion Modelling. In late 2021 the COVID-19 Group received funding for modelling for a further year. An open procurement",,
Guidance for the rehabilitation of people with or recovering from COVID-19 in Aotearoa New Zealand,,2020-07-08,New Zealand Ministry of Health,government,https://www.health.govt.nz/publication/guidance-rehabilitation-people-or-recovering-covid-19-aotearoa-new-zealand,https://www.health.govt.nz/system/files/documents/publications/guidance-rehabilitation-people-with-recovering-covid-19-aotearoa-new-zealand-8july2020.pdf#page=15,healthnz-ed23aff96a7a6c8ca771b3b33728e389,,healthnz-ed23aff96a7a6c8ca771b3b33728e389-1c4771a048fef0504611525d6556b747,full text search,,,,,15,"continuum. BMJ Global health. 2020. Does comorbidity increase the risk of persons with COVID-19: evidence from metaanalysis. Wang et al, Aging. 2020. Estimated inequities in COVID-19 infection fatality rates by ethnicity for New Zealand. Te Punaha Matatini. https://www.tepunahamatatini.ac.nz/2020/04/17/estimatedinequities-in-covid-19-infection-fatality-rates-by-ethnicity-for-aotearoa-newzealand/ Guidelines for the physiotherapy management of the adult, medical, spontaneously breathing patient",,
AI-powered immediate response to pandemics: Summaries of top initiatives,,2022-11-03,The Global Partnership on Artificial Intelligence,think tank,https://gpai.ai/projects/responsible-ai/AI-powered-immediate-response-to-pandemics-summaries-of-top-initiatives.pdf,https://gpai.ai/projects/responsible-ai/AI-powered-immediate-response-to-pandemics-summaries-of-top-initiatives.pdf#page=7,gpai-da91048e5812b8c3d2a7f5ec09bb4c15,,gpai-da91048e5812b8c3d2a7f5ec09bb4c15-da91048e5812b8c3d2a7f5ec09bb4c15,full text search,,,,,7,"Statistics at the University of Canterbury, Te P?naha Matatini, and Manaaki Whenua Landcare Researchall based in New Zealandreleased a non-peer-reviewed publication, Effect of vaccination, border testing, and quarantine requirements on the risk of COVID-19 in New Zealand: a modeling study 1. In this study, funded by the New Zealand Ministry of Business, Innovation and Employment COVID-19 Programme, the Department of the Prime Minister and Cabinet, and Te P?naha Matatini, the researchers employ a stochastic branching",,
AI-powered immediate response to pandemics: Summaries of top initiatives,,2022-11-03,The Global Partnership on Artificial Intelligence,think tank,https://gpai.ai/projects/responsible-ai/AI-powered-immediate-response-to-pandemics-summaries-of-top-initiatives.pdf,https://gpai.ai/projects/responsible-ai/AI-powered-immediate-response-to-pandemics-summaries-of-top-initiatives.pdf#page=33,gpai-da91048e5812b8c3d2a7f5ec09bb4c15,,gpai-da91048e5812b8c3d2a7f5ec09bb4c15-da91048e5812b8c3d2a7f5ec09bb4c15,full text search,,,,,33,"COVID-19 Take Control Simulator COVID-19 Take Control Simulator is an interactive epidemic simulation web application developed by researchers at Te P?naha Matatini, led by Professors Alex James, Michael Plank, and Audrey Lustig, and hosted by the Centre for eResearch at the University of Auckland in New Zealand. Funded and supported by Te P?naha Matatini and Manaaki Whenua Landcare Research, the application was first released and announced on Te P?naha Matatinis website on April 24 th , 2020 105.",,
AI-powered immediate response to pandemics: Summaries of top initiatives,,2022-11-03,The Global Partnership on Artificial Intelligence,think tank,https://gpai.ai/projects/responsible-ai/AI-powered-immediate-response-to-pandemics-summaries-of-top-initiatives.pdf,https://gpai.ai/projects/responsible-ai/AI-powered-immediate-response-to-pandemics-summaries-of-top-initiatives.pdf#page=53,gpai-da91048e5812b8c3d2a7f5ec09bb4c15,,gpai-da91048e5812b8c3d2a7f5ec09bb4c15-da91048e5812b8c3d2a7f5ec09bb4c15,full text search,,,,,53,"References 1 Effect of vaccination, border testing, and quarantine requirements on the risk of COVID-19 in New Zealand. https://www.tepunahamatatini.ac.nz/2021/11/10/vaccination-border-testing-and-quara ntine-requirements/. 2 How Te P?naha Matatini became part of our Covid-19 response - The University of Auckland. https://www.auckland.ac.nz/en/news/2020/10/28/covid19-modelling-efforts-by-TPM-h elp-NZ.html. 3 Public Health Surveillance. https://surv.esr.cri.nz/episurv/index.php. 4 COVID-19:",,
Responses to Official Information Requests - August 2021,,2022-02-15,Department of the Prime Minister and Cabinet,government,https://www.dpmc.govt.nz/publications/responses-official-information-requests-august-2021,https://www.dpmc.govt.nz/sites/default/files/2022-02/dpmc-roiar-oia-2020-21-0702-speakers-at-he-whenua-taurikura.pdf#page=4,dpmcnz-edba5c26e52db48127aca4582d8928b1,,dpmcnz-edba5c26e52db48127aca4582d8928b1-a5d684e0c7d6cb3e3bfb1c4a986b1067,full text search,,,,,4,"Sanjana Hattotuwa University of Otago Jordan Carter Chief Executive, InternetNZ Kate Hannah Te P?naha Matatini and University of Auckland Dr Nawab Osman Facebook Nick Pickles Twitter 10.45am12.15pm",,
Callaghan InCite,,2017-07-24,Callahan Innovation,government,https://www.callaghaninnovation.govt.nz/assets/documents/callaghan-incite-2017.pdf,https://www.callaghaninnovation.govt.nz/assets/documents/callaghan-incite-2017.pdf#page=12,callahannz-abb6c022e3157aaa5bae78b7376479d7,,callahannz-abb6c022e3157aaa5bae78b7376479d7-abb6c022e3157aaa5bae78b7376479d7,full text search,,,,,12,"birth of a nascent artificial food sector overseas that will eventually disrupt our industrial approach to agriculture, we have struggled to find ways to add value to our primary sector. Our farmers remain at the mercy of commodity markets. At Te P?naha Matatini a Tertiary Education Commission-funded Centre of Research Excellence, which focuses on data and decision-making we were recently challenged to find ways to help todays farmers use big data on the farm. The reality is that farming tomorrow will",,
Callaghan InCite,,2017-07-24,Callahan Innovation,government,https://www.callaghaninnovation.govt.nz/assets/documents/callaghan-incite-2017.pdf,https://www.callaghaninnovation.govt.nz/assets/documents/callaghan-incite-2017.pdf#page=13,callahannz-abb6c022e3157aaa5bae78b7376479d7,,callahannz-abb6c022e3157aaa5bae78b7376479d7-abb6c022e3157aaa5bae78b7376479d7,full text search,,,,,13,"another one hundred 100 million technology companies. In the five years since he passed away, weve added a few more of those, but still have a way to go. We are not weird enough yet. Not by half. PROFESSOR SHAUN HENDY Director of Te P?naha Matatini CALLAGHAN INCITE 13 By 2040, technology will have completely changed New Zealand socially, culturally, environmentally and economically. Higher productivity is critical to improving our economy and well-being",,
2020 Rapid report - Changes in public sentiment in relation to data privacy during COVID-19,,2020-09-29,Australia's Chief Scientist,government,https://www.chiefscientist.gov.au/news-and-media/2020-rapid-report-changes-public-sentiment-relation-data-privacy-during-covid-19,https://www.chiefscientist.gov.au/sites/default/files/2020-12/Q13_RRIF_data_privacy_30112020.pdf#page=8,auschiefscientist-ab3ba11f5b07c40ba56563a62d609fa1,,auschiefscientist-ab3ba11f5b07c40ba56563a62d609fa1-b629ed8d012136ec3ef42c9ee9f49ee8,full text search,,,,,8,"of Psychological Sciences, The University of Melbourne Professor Gerard Goggin FAHA, Wee Kim Wee Chair in Communication Studies, Nanyang Technological University, Singapore Ms Kate Hannah, Deputy Director, Equity and Diversity, Te P?naha Matatini, New Zealand Distinguished Professor Larissa Hjorth, Director of the Design and Creative Practice ECP Platform, RMIT University Professor Jolanda Jetten FASSA, ARC Laureate Fellow, School of Psychology, The University of Queensland",,
Response to Official Information Act Request OIA-2019/20-0554: Request for information relating to any internal analysis held by the Department of the Prime Minister and Cabinet relating to exit option from Alert Level 4,,2021-04-23,Department of the Prime Minister and Cabinet,government,https://www.dpmc.govt.nz/publications/response-official-information-act-request-oia-201920-0554-request-information-relating,https://www.dpmc.govt.nz/sites/default/files/2021-04/dpmc-roiar-oia-2019-20-0554-alert-level-covid-19.pdf#page=12,dpmcnz-b059f08648d8d385c86b0892e7e5ff45,,dpmcnz-b059f08648d8d385c86b0892e7e5ff45-f5b8e01c77ad32770eb29f89ba525b24,full text search,,,,,12,"each month of border closure is estimated to reduce annual GDP by 1 New Zealand economy could function without movement restrictions internally if disease eliminated Notes: Modelling estimates are from the University of Otago and Te Punaha Matatini. Figures are rounded. Analysis for suppression, sustained stamp out, and elimination assumes these strategies need to be sustained for one year ie until a vaccine is available. Appendix Impacts under each strategic response AOG COVID-19",,
2020 Rapid report - The impact of COVID-19 on women in the STEM workforce,,2020-05-18,Australia's Chief Scientist,government,https://www.chiefscientist.gov.au/news-and-media/2020-rapid-report-impact-covid-19-women-stem-workforce,https://www.chiefscientist.gov.au/sites/default/files/2020-05/rrif-covid19-women-stem-workforce.pdf#page=8,auschiefscientist-0a7a5f237fa7dae11c5f2304a9f1d40c,,auschiefscientist-0a7a5f237fa7dae11c5f2304a9f1d40c-24baa76ad2b4b5528040f67e51f8f4bd,full text search,,,,,8,"Gaston, Department of Physics, University of Auckland; Co-Director, MacDiarmid Institute for Advanced Materials and Nanotechnology Professor Justin Gooding FAA FTSE, Faculty of Science, UNSW Kate Hannah, Deputy Director, Equity and Diversity Te P?naha Matatini, University of Auckland Professor Lisa Harvey-Smith, Australian Government Women in STEM Ambassador Professor Elanor Huntington, Dean, ANU College of Engineering and Computer Science, Australian National University Isabelle Kingsley",,
Responses to Official Information Requests - October 2022,,2023-08-16,Department of the Prime Minister and Cabinet,government,https://www.dpmc.govt.nz/publications/responses-official-information-requests-october-2022,https://www.dpmc.govt.nz/sites/default/files/2023-08/dpmc-roia-oia-2021-22-1545.pdf#page=3,dpmcnz-686aa6688e9ece74f2b36e14c5d3595a,,dpmcnz-686aa6688e9ece74f2b36e14c5d3595a-7da2bd59c100d9c31d97eeb232c2de97,full text search,,,,,3,"Assessment and Response Team, Ministry of Health DPMC The Department of the Prime Minister and Cabinet HRC The Human Rights Commission ISD The Institute of Strategic Dialogue MOH The Ministry of Health NAB The National Assessments Bureau TPM Te P?naha Matatini TRA The Research Agency UAC Unite Against COVID-19 In making my decision, I have taken the public interest considerations in section 91 of the Act into account. 4606397 3 Released",,
R?esponsible AI Working Group Report,,2021-11-02,The Global Partnership on Artificial Intelligence,think tank,https://gpai.ai/projects/responsible-ai/gpai-responsible-ai-wg-report-november-2021.pdf,https://gpai.ai/projects/responsible-ai/gpai-responsible-ai-wg-report-november-2021.pdf#page=5,gpai-e4b77dc73ec825a416504150d0704626,,gpai-e4b77dc73ec825a416504150d0704626-e4b77dc73ec825a416504150d0704626,full text search,,,,,5,"Slovenia Joanna Bryson Hertie School Germany Partha Pratim Chakrabarti Indian Institute of Technology Kharagpur India Jack Clark OpenAI USA Virginia Dignum Umeå University Sweden / EU Dyan Gibbens Trumbull Unmanned USA Kate Hannah Te P?naha Matatini, University of Auckland New Zealand Toshiya Jitsuzumi Chuo University Japan Bogumi? Kami?ski Warsaw School of Economics Poland Alistair Knott University of Otago New Zealand Pushmeet Kohli DeepMind UK Marta Kwiatkowska Oxford University",,
How did removing student allowances for postgraduate study affect students’ choices?,,2018-04-17,Analysis & Policy Observatory,other,https://apo.org.au/node/141551,https://apo.org.au/sites/default/files/resource-files/2018/03/apo-nid141551-1207271.pdf#page=2,apo-cb22a907d683dab83b683f3289dadd76,,apo-cb22a907d683dab83b683f3289dadd76-db1a077b5bf19ba6f3579f4ebeec7c7d,full text search,,,,,2,"choices? Document information Author contact details Isabelle Sin Motu Economic and Public Policy Research Te Punaha Matatini Centre of Research Excellence isabelle.sinmotu.org.nz Eyal Apatov Ministry for Business, Innovation and Employment Eyal.Apatovmbie.govt.nz David C. Maré Motu Economic and Public Policy Research, Te Punaha Matatini Centre of Research Excellence the University of Waikato dave.maremotu.org.nz Acknowledgements The authors thank Warren",,
 International Horizon Scanning and Learning to Inform Wales' COVID-19 Public Health Response and Recovery - Report 5,,2020-05-21,Public Health Wales (Iechyd Cyhoeddus Cymru),government,https://phw.nhs.wales/publications/publications1/international-horizon-scanning-and-learning-to-inform-wales-covid-19-public-health-response-and-recovery-report-5,https://phw.nhs.wales/publications/publications1/international-horizon-scanning-and-learning-to-inform-wales-covid-19-public-health-response-and-recovery-report-5#page=16,publichealthwales-8a59a703d4e512552754896f2ee6a5cd,,publichealthwales-8a59a703d4e512552754896f2ee6a5cd-8a59a703d4e512552754896f2ee6a5cd,full text search,,,,,16,"from Monday onwards, with rule-breakers incurring fines of up to 350 euros. New Zealand 1.9 16 th March - 0.6 8-19 th May R0 dropped to as low as 0.4 during the early stages of lockdown. Their data, knowledge and insight centre, Te Punaha Matatini, have developed a method for measuring and estimating R0 globally, by using a commonly employed approach to estimate this effective R0 number from daily case data for Covid-19 in other countries. NB: Very low number of cases as in New Zealnd makes",,
Delineating Functional Labour Market Areas with Estimable Classification Stabilities,,2020-08-28,IZA Institute of Labor Economics,think tank,https://www.iza.org/publications/dp/13642/delineating-functional-labour-market-areas-with-estimable-classification-stabilities,http://ftp.iza.org/dp13642.pdf#page=3,izade-2ed16a35d2b9c42d5434cef902b57092,,izade-2ed16a35d2b9c42d5434cef902b57092-744414892b17b92accbd939c939b756a,full text search,,,,,3,"Corresponding author: David C. Maré Motu Economic and Public Policy Research Level 1, 97 Cuba Street PO Box 24390 Wellington 6142 New Zealand E-mail: dave.maremotu.org.nz The research discussed in this paper was supported by Te P?naha Matatini, and by the Building Better Homes Towns and Cities National Science Challenge. We thank Nathan Chappell for his contributions to the early stages of this research. Access to the data used in this study was provided by Statistics New Zealand under",,
COVID-19: Response 2020,,2023-01-26,Department of the Prime Minister and Cabinet,government,https://www.dpmc.govt.nz/publications/covid-19-response-2020,https://www.dpmc.govt.nz/sites/default/files/2023-01/Paper-CP1-16112021-COVID-19-Resurgence-Improving-Public-Health-Measures-at-Alert-Level-1.pdf#page=4,dpmcnz-4f181ef3221f7841abc77c12b90adee4,,dpmcnz-4f181ef3221f7841abc77c12b90adee4-844dbf2a4df1c887ea4eac7a9dfb9ed4,full text search,,,,,4,"identified through contact tracing and so was active in the community for a bit longer than Cases B and C before being quarantined. Case E was a close contact of Case D. 21 Assuming that Case D was directly infected by Case A, researchers at Te P?naha Matatini TPM, have estimated the likely outbreak size as 4-20 cases, with a median of 11. 22 The current estimate for R0 at Alert Level 1 is between 2.1 and 2.5. R0 is a measure of the average number of people that each infected person goes on to",,
,,2020-09-07,Motu,think tank,https://www.motu.nz/our-research/urban-and-regional/regions/delineating-functional-labour-market-areas-with-estimable-classification-stabilities/,http://motu-www.motu.org.nz/wpapers/20_08.pdf#page=2,moturesearch-87ce90754d5be4b48ad90e22b13f1d2c,,moturesearch-87ce90754d5be4b48ad90e22b13f1d2c-f0e0f40a863b90dd8a1304e117d9acbc,full text search,,,,,2,"detection; commuting; functional boundaries; labour market areas; networks Summary Haiku: Most jobs are local Can we define boundaries that capture local? Acknowledgements: The research discussed in this paper was supported by Te P?naha Matatini, and by the Building Better Homes Towns and Cities National Science Challenge. We thank Nathan Chappell for his contributions to the early stages of this research. Disclaimer: Access to the data used in this study was provided by Statistics",,
COVID-19: Response 2021,,2023-01-26,Department of the Prime Minister and Cabinet,government,https://www.dpmc.govt.nz/publications/covid-19-response-2021,https://www.dpmc.govt.nz/sites/default/files/2023-01/ALC6-06092021-COVID-19-Response-6-September-Review-of-Alert-Level-Settings.pdf#page=4,dpmcnz-fb28647ed5efc53e5ee2763cafe66bb4,,dpmcnz-fb28647ed5efc53e5ee2763cafe66bb4-06f1fa8042f88ce225afa3d22d867ef6,full text search,,,,,4,Health is confident that the outbreak is now solely confined to the Auckland region. The last time a case was infectious in the community in Wellington was on Friday 20 August. Updated modelling in relation to the current outbreak 19. Te P?naha Matatini TPM has continued to provide updated modelling results from its branching process and contagion network models. This now includes an estimation of the effective reproduction number Reff during the period of Alert Level 4 restrictions.,,
COVID-19: Response 2021,,2023-01-26,Department of the Prime Minister and Cabinet,government,https://www.dpmc.govt.nz/publications/covid-19-response-2021,https://www.dpmc.govt.nz/sites/default/files/2023-01/ALC6-06092021-COVID-19-Response-6-September-Review-of-Alert-Level-Settings.pdf#page=4,dpmcnz-fb28647ed5efc53e5ee2763cafe66bb4,,dpmcnz-fb28647ed5efc53e5ee2763cafe66bb4-06f1fa8042f88ce225afa3d22d867ef6,full text search,,,,,4,community transmission outside 4 9xf54yo3ur 2021-09-16 07:33:40 SENSITIVE Auckland now relates to those with undetected infection travelling across an Alert Level boundary from Auckland. 25. Te P?naha Matatini will publish materials on their website this week which outline the methods used to model transmission dynamics and estimate Reff during the outbreak. Discussion with the TPM modelling teams over the next week will look more closely at transmission,,
,,2018-03-14,Motu,think tank,https://www.motu.nz/our-research/population-and-labour/individual-and-group-outcomes/how-did-removing-student-allowances-for-postgraduate-study-affect-students-choices/,http://motu-www.motu.org.nz/wpapers/18_03.pdf#page=2,moturesearch-f7a1a9d0181089d05a7d4a2242d7b461,,moturesearch-f7a1a9d0181089d05a7d4a2242d7b461-31ec08a7df801ebddd194dd7de3dd7cf,full text search,,,,,2,"choices? Document information Author contact details Isabelle Sin Motu Economic and Public Policy Research Te Punaha Matatini Centre of Research Excellence isabelle.sinmotu.org.nz Eyal Apatov Ministry for Business, Innovation and Employment Eyal.Apatovmbie.govt.nz David C. Maré Motu Economic and Public Policy Research, Te Punaha Matatini Centre of Research Excellence the University of Waikato dave.maremotu.org.nz Acknowledgements The authors thank Warren",,
The edge of the infodemic: challenging misinformation in Aotearoa,,2021-06-30,Analysis & Policy Observatory,other,https://apo.org.au/node/312981,https://apo.org.au/sites/default/files/resource-files/2021-06/apo-nid312981.pdf#page=2,apo-aa6fd8949df76f2a48b3b40a5fdc3afd,,apo-aa6fd8949df76f2a48b3b40a5fdc3afd-ede499afea1e7b0076c958fdcdd10a5a,full text search,,,,,2,"internationally made an invaluable contribution to the survey design. We would like to thank Professor Paul Spoonley, Sanjana Hattotuwa, Dr Sarah Bickerton, Dr Sereana Naepi, Dr Ana Stojanov, Professor Sonia Livingstone, Dr Martin Orr, and the team at Te P?naha Matatini: Dr M R.X. Dentith, Dr Ritu Parna Roy, Victoria Louise Smith, and Giulio Valentino Dalla Riva, with a special thank you to Kate Hannah for her support and advice throughout the research process. We would also like to thank Anna Muir at Transparency",,
The edge of the infodemic: challenging misinformation in Aotearoa,,2021-06-30,Analysis & Policy Observatory,other,https://apo.org.au/node/312981,https://apo.org.au/sites/default/files/resource-files/2021-06/apo-nid312981.pdf#page=53,apo-aa6fd8949df76f2a48b3b40a5fdc3afd,,apo-aa6fd8949df76f2a48b3b40a5fdc3afd-ede499afea1e7b0076c958fdcdd10a5a,full text search,,,,,53,"to rapidly evolve often in ways no-one can predict. As new evidence emerges, interventions will change as well. Some excellent work has already been carried out in New Zealand looking at misinformation; for example, by the research group Te P?naha Matatini. There is an opportunity for further research to continue to explore the ways diverse individuals and communities engage with, understand and respond to the challenges of misinformation. Its crucial to an ongoing, effective response that",,
Economic Liberalisation and the Mobility of Minority Groups: Evidence from M?ori in New Zealand,,2015-01-29,IZA Institute of Labor Economics,think tank,https://www.iza.org/publications/dp/8883/economic-liberalisation-and-the-mobility-of-minority-groups-evidence-from-maori-in-new-zealand,http://ftp.iza.org/dp8883.pdf#page=1,izade-c67f745fb4f9435e9d7679d3e678188d,,izade-c67f745fb4f9435e9d7679d3e678188d-ad764e3062403c91bd70b2463251eb98,full text search,,,,,1,Zukunft der Arbeit Institute for the Study of Labor Economic Liberalisation and the Mobility of Minority Groups: Evidence from M?ori in New Zealand Isabelle Sin Motu Economic and Public Policy Research and Te Punaha Matatini Centre of Research Excellence Steven Stillman University of Otago and IZA Discussion Paper No. 8883 February 2015 IZA P.O. Box 7240 53072 Bonn Germany Phone: 49-228-3894-0 Fax: 49-228-3894-180 E-mail: izaiza,,
