Title,Translated title,Published,Source Name,Source Type,URL,PDF URL,Policy Document ID,Policy Document DOIs,PDF Document ID,Matched Reference Type,Matched News ID,Matched Policy Document ID,Matched DOI,Matched Person,Page,Matched Snippet,Matched Policy Document Title,Matched Departments
Sequencing decarbonization policies to manage their macroeconomic impacts,,2023-11-21,Peterson Institute for International Economics,think tank,https://www.piie.com/publications/working-papers/sequencing-decarbonization-policies-manage-their-macroeconomic-impacts,https://www.piie.com/sites/default/files/2023-11/wp23-12.pdf#page=29,piie-44b6f595f1d0eeb241ef813f319e5007,,piie-44b6f595f1d0eeb241ef813f319e5007-af357bd54938c08969145d25bbbc5682,cited selected person,,,10.1016/j.ecolecon.2004.12.027,Adam B Jaffe,29,"Jaffe, A. B., R. G. Newell, and R. N. Stavins. 2005. A tale of two market failures: Technology and environmental policy. Ecological Economics 54, nos. 23: 16474. https://doi.org/10.1016/j.ecolecon.2004.12.027",,
On GVC and Innovation: What Is at Stake? (ERF),,2022-09-27,Economic Research Forum,think tank,https://erf.org.eg/publications/on-gvc-and-innovation-what-is-at-stake/,https://erf.org.eg/app/uploads/2022/09/1664282438_185_1370840_1589.pdf#page=35,erforgeg-54c958991316c1f57ac57e3ef2e63444,,erforgeg-54c958991316c1f57ac57e3ef2e63444-48fdab7c4da59d17390663cb9626a3b0,cited selected person,,,10.1080/10438599900000006,Adam B Jaffe,35,"Jaffe, A. B., Trajtenberg, M. 1999. International knowledge flows: Evidence from patent citations. Economics of innovation and new technology, 81-2, 105-136.",,
On GVC and Innovation: What Is at Stake? (ERF),,2022-09-27,Economic Research Forum,think tank,https://erf.org.eg/publications/on-gvc-and-innovation-what-is-at-stake/,https://erf.org.eg/app/uploads/2022/09/1664282438_185_1370840_1589.pdf#page=35,erforgeg-54c958991316c1f57ac57e3ef2e63444,,erforgeg-54c958991316c1f57ac57e3ef2e63444-48fdab7c4da59d17390663cb9626a3b0,cited selected person,,,10.1080/10438599900000006,Adam B Jaffe,35,"Jaffe, A. B., Trajtenberg, M. 1999. International knowledge flows: Evidence from patent citations. Economics of innovation and new technology, 81-2, 105-136.",,
On GVC and Innovation: What Is at Stake? (ERF),,2022-09-27,Economic Research Forum,think tank,https://erf.org.eg/publications/on-gvc-and-innovation-what-is-at-stake/,https://erf.org.eg/app/uploads/2022/09/1664282438_185_1370840_1589.pdf#page=35,erforgeg-54c958991316c1f57ac57e3ef2e63444,,erforgeg-54c958991316c1f57ac57e3ef2e63444-48fdab7c4da59d17390663cb9626a3b0,cited selected person,,,10.1080/10438599900000006,Adam B Jaffe,35,"Jaffe, A. B., Trajtenberg, M. 1999. International knowledge flows: Evidence from patent citations. Economics of innovation and new technology, 81-2, 105-136.",,
Aspectos econômicos da cadeia de valor do hidrogênio: potencialidades e externalidades para o Brasil a partir de interações estratégicas com a Alemanha,Economic aspects of the hydrogen value chain: potential and externalities for Brazil based on strategic interactions with Germany,2023-03-22,Fundação Getulio Vargas,think tank,https://repositorio.fgv.br/items/6e7ea57f-6f66-42a3-badd-bb4862f2b123/full,https://repositorio.fgv.br/bitstreams/e1ca9989-05ca-4a59-8a4b-e7f848408044/download#page=119,fgvbr-20abb235b7a29d74fa8e6cd9073f9188,,fgvbr-20abb235b7a29d74fa8e6cd9073f9188-1403edb4dd4f342db8c5dceb9db66776,cited selected person,,,10.1016/j.ecolecon.2004.12.027,Adam B Jaffe,119,"JAFFE, A. B.; NEWELL, R. G.; STAVINS, R. N. A tale of two market failures: Technology and environmental policy. Ecological Economics, v. 54, n. 23, p. 164174, 1 ago. 2005.",,
The square : putting place-based innovation policy for sustainability at the centre of policymaking.,,2023-04-02,Publications Office of the European Union,government,https://op.europa.eu/en/publication-detail/-/publication/0c3a18ce-d1d0-11ed-a05c-01aa75ed71a1/language-en/format-PDF,https://op.europa.eu/o/opportal-service/download-handler?identifier=0c3a18ce-d1d0-11ed-a05c-01aa75ed71a1&format=pdf&language=en&productionSystem=cellar&part=#page=223,europa-0232dacd57adf95029d74f5594422d16,10.2760/135706 ; 10.2760/575800,europa-0232dacd57adf95029d74f5594422d16-8155f4530552b0f90e546ec9826df6c1,cited selected person,,,10.1016/j.ecolecon.2004.12.027,Adam B Jaffe,223,"Jaffe, A., Newell, R. and R. Stavins 2005, A tale of two market failures: technology and environmental policy, Ecological Economics, Vol. 54, Nos 23, pp. 164 174.",,
The climate implications of government support in aluminium smelting and steelmaking,,2023-10-27,OECD,igo,https://dx.doi.org/https://doi.org/10.1787/178ed034-en,n/a#page=36,oecddiscovery-74b6da8dbeedfcd2748443fec966cd87,10.1787/178ed034-en,oecddiscovery-74b6da8dbeedfcd2748443fec966cd87-ff432757f33a5931c675514a2f6eec20,cited selected person,,,10.1016/j.ecolecon.2004.12.027,Adam B Jaffe,36,"Jaffe, A., R. Newell and R. Stavins 2005, A tale of two market failures: Technology and environmental policy, Ecological Economics, Vol. 54/2-3, pp. 164-174, https://doi.org/10.1016/j.ecolecon.2004.12.027.",,
Corporate cost of debt in the low-carbon transition,,2023-06-15,OECD,igo,https://dx.doi.org/https://doi.org/10.1787/35a3fbb7-en,n/a#page=35,oecddiscovery-4ff5a5cc526a74aefc7596612795ff83,10.1787/35a3fbb7-en,oecddiscovery-4ff5a5cc526a74aefc7596612795ff83-783701ea004089ceed035e278244375e,cited selected person,,,10.1016/j.ecolecon.2004.12.027,Adam B Jaffe,35,"Jaffe, A., R. Newell and R. Stavins 2005, A tale of two market failures: Technology and environmental policy, Ecological Economics, Vol. 54/2-3, pp. 164-174, https://doi.org/10.1016/j.ecolecon.2004.12.027.",,
The emergence of a Global Innovation System: an inter-temporal analysis through a network of networks,,2022-09-01,Centro de Desenvolvimento e Planejamento (CEDEPLAR),think tank,https://econpapers.repec.org/paper/cdptexdis/td645.htm,https://www.cedeplar.ufmg.br/pesquisas/td/TD%20645.pdf#page=35,cedeplar-10c5e4f9b3e8227b2a0f5e636b212ab1,,cedeplar-10c5e4f9b3e8227b2a0f5e636b212ab1-d92395be9019f59ceb4eaf8fd7422d3e,cited selected person,,,10.1080/10438599900000006,Adam B Jaffe,35,"JAFFE, A.; TRAJTENBERG, M 1999 International Knowledge Flows: Evidence from Patent Citations, Economics of Innovation and New Technology, 8, 105-136.",,
The emergence of a Global Innovation System: an inter-temporal analysis through a network of networks,,2022-09-01,Centro de Desenvolvimento e Planejamento (CEDEPLAR),think tank,https://econpapers.repec.org/paper/cdptexdis/td645.htm,https://www.cedeplar.ufmg.br/pesquisas/td/TD%20645.pdf#page=35,cedeplar-10c5e4f9b3e8227b2a0f5e636b212ab1,,cedeplar-10c5e4f9b3e8227b2a0f5e636b212ab1-d92395be9019f59ceb4eaf8fd7422d3e,cited selected person,,,10.1080/10438599900000006,Adam B Jaffe,35,"JAFFE, A.; TRAJTENBERG, M 1999 International Knowledge Flows: Evidence from Patent Citations, Economics of Innovation and New Technology, 8, 105-136.",,
The emergence of a Global Innovation System: an inter-temporal analysis through a network of networks,,2022-09-01,Centro de Desenvolvimento e Planejamento (CEDEPLAR),think tank,https://econpapers.repec.org/paper/cdptexdis/td645.htm,https://www.cedeplar.ufmg.br/pesquisas/td/TD%20645.pdf#page=35,cedeplar-10c5e4f9b3e8227b2a0f5e636b212ab1,,cedeplar-10c5e4f9b3e8227b2a0f5e636b212ab1-d92395be9019f59ceb4eaf8fd7422d3e,cited selected person,,,10.1080/10438599900000006,Adam B Jaffe,35,"JAFFE, A.; TRAJTENBERG, M 1999 International Knowledge Flows: Evidence from Patent Citations, Economics of Innovation and New Technology, 8, 105-136.",,
An Exploratory Comparison between Unicorns and lower valued Startups in Europe,,2024-09-26,Joint Research Centre,government,https://publications.jrc.ec.europa.eu/repository/handle/JRC132791,https://publications.jrc.ec.europa.eu/repository/bitstream/JRC132791/JRC132791_01.pdf#page=30,jointresearcheu-56a4aca296b085b72563c95aee777337,10.2760/1868333,jointresearcheu-56a4aca296b085b72563c95aee777337-71dc6ff1624df342f43a3177b713cc09,cited selected person,,,10.1007/bf02509888,Adam B Jaffe,30,"Jaffe, A.B. 1998. The importance of spillovers in the policy mission of the advanced technology program. Journal of Technology Transfer 23, 1119 1998. https://doi.org/10.1007/BF02509888",,
Assessing the adequacy and impact of research and innovation policy towards a climate neutral economy,,2024-06-07,Technopolis,think tank,https://www.technopolis-group.com/report/assessing-the-adequacy-and-impact-of-research-and-innovation-policy-towards-a-climate-neutral-economy/,https://www.technopolis-group.com/wp-content/uploads/2024/06/Impact_Network_Final.pdf#page=31,technopolis-5cf17e19d4e209108a34068f779cc95d,,technopolis-5cf17e19d4e209108a34068f779cc95d-b9c25460b861d6c071ebffaf037836d5,cited selected person,,,10.1016/j.ecolecon.2004.12.027,Adam B Jaffe,31,"Jaffe, A.B., Newell, R.G. and Stavins, R.N. 2005 A tale of two market failures: Technology and environmental policy, Ecological Economics, 542, pp. 164174. Available at: https://doi.org/10.1016/j.ecolecon.2004.12.027.",,
Working Together for Better Climate Action,,2024-10-23,OECD,igo,https://dx.doi.org/https://doi.org/10.1787/2b90fa2c-en,n/a#page=60,oecddiscovery-6f29c9a9b81d7c7f5dc5ad5b3548a7ff,10.1787/2b90fa2c-en,oecddiscovery-6f29c9a9b81d7c7f5dc5ad5b3548a7ff-5650ddbad8a75e1ff0365921e7e967c0,cited selected person,,,10.1016/j.ecolecon.2004.12.027,Adam B Jaffe,60,"Jaffe, A.B., Newell, R.G. and Stavins, R.N. 2005, A tale of two market failures: Technology and environmental policy, Ecological economics, 5423: 164174.",,
"Working together for better climate action: Carbon pricing, policy spillovers, and global climate goals",,2024-10-18,World Trade Organization,igo,https://www.wto.org/english/res_e/publications_e/climate_action_e.htm,https://www.wto.org/english/res_e/booksp_e/climate_action_e.pdf#page=60,wto-d3ceb56f744e067367df0785040089d7,,wto-d3ceb56f744e067367df0785040089d7-9eb5e28eff977f1f0474025efbd6fcea,cited selected person,,,10.1016/j.ecolecon.2004.12.027,Adam B Jaffe,60,"Jaffe, A.B., Newell, R.G. and Stavins, R.N. 2005, A tale of two market failures: Technology and environmental policy, Ecological economics, 5423: 164174.",,
"VERSÄUMNISSE ANGEHEN, ENTSCHLOSSEN MODERNISIEREN","ADDRESSING FAILURES, MODERNIZING DETERMINATELY",2024-11-11,Sachverständigenrat zur Begutachtung der gesamtwirtschaftlichen Entwicklung,government,https://www.sachverstaendigenrat-wirtschaft.de/fileadmin/dateiablage/gutachten/jg202425/JG202425_Gesamtausgabe.pdf,https://www.sachverstaendigenrat-wirtschaft.de/fileadmin/dateiablage/gutachten/jg202425/JG202425_Gesamtausgabe.pdf#page=408,sachverstandigenrat-048b07c5566f3f73ab28d302811b4bcc,,sachverstandigenrat-048b07c5566f3f73ab28d302811b4bcc-048b07c5566f3f73ab28d302811b4bcc,cited selected person,,,10.1016/j.ecolecon.2004.12.027,Adam B Jaffe,408,"Jaffe, A.B., R.G. Newell und R.N. Stavins 2005, A tale of two market failures: Technology and environmental policy, Ecological Economics 54 23, 164174.",,
Frühjahrsgutachten 2024,Spring report 2024,2024-05-14,Sachverständigenrat zur Begutachtung der gesamtwirtschaftlichen Entwicklung,government,https://www.sachverstaendigenrat-wirtschaft.de/fileadmin/dateiablage/gutachten/fg2024/FG2024_Gesamtausgabe.pdf,https://www.sachverstaendigenrat-wirtschaft.de/fileadmin/dateiablage/gutachten/fg2024/FG2024_Gesamtausgabe.pdf#page=172,sachverstandigenrat-2c5360aa1b0688ae095c0f69d31f4c43,,sachverstandigenrat-2c5360aa1b0688ae095c0f69d31f4c43-2c5360aa1b0688ae095c0f69d31f4c43,cited selected person,,,10.1016/j.ecolecon.2004.12.027,Adam B Jaffe,172,"Jaffe, A.B., R.G. Newell und R.N. Stavins 2005, A tale of two market failures: Technology and environmental policy, Ecological Economics 54 23, 164174.",,
To Starve or to Stoke? Understanding Whether Divestment vs. Investment Can Steer (Green) Innovation,,2023-02-13,NBER,think tank,https://www.nber.org/papers/w30942,https://www.nber.org/system/files/working_papers/w30942/w30942.pdf#page=39,nber-bd91fc580f1e9f8c135454cda5db8bc3,10.3386/w30942,nber-bd91fc580f1e9f8c135454cda5db8bc3-930c7d544a0d362b15c46d7a3b939fe3,cited selected person,,,10.1016/j.ecolecon.2004.12.027,Adam B Jaffe,39,"Jaffe, A.B., R.G. Newell, and R.N. Stavins, A tale of two market failures: Technology and environmental policy, Ecological Economics, 2005, 55, 164174.",,
Evaluatie energie-investeringsaftrek,Evaluation of energy investment deduction,2023-07-14,SEO Amsterdam Economics,think tank,https://www.seo.nl/publicaties/evaluatie-energie-investeringsaftrek/,https://www.seo.nl/wp-content/uploads/2023/07/2023-28-Evaluatie-energie-investeringsaftrek.pdf#page=81,seoamsterecon-dab4a5a42d447c9088d8661c037d6389,,seoamsterecon-dab4a5a42d447c9088d8661c037d6389-138f8b065711b4a0f242426a82c13f98,cited selected person,,,10.1016/j.ecolecon.2004.12.027,Adam B Jaffe,81,"Jaffe, A.B., R.G. Newell, en R.N. Stavins 2005, A tale of two market failures: Technology and environmental policy, Ecological Economics, vol. 54, pp. 164-174.",,
Was the trade war justified? Solar PV innovation in Europe and the impact of the ‘China shock’ – Centre for Climate Change Economics and Policy,,2022-10-04,ESRC Centre for Climate Change Economics and Policy,think tank,https://www.cccep.ac.uk/publication/was-the-trade-war-justified-solar-pv-innovation-in-europe-and-the-impact-of-the-china-shock/,https://www.cccep.ac.uk/wp-content/uploads/2022/10/working-paper-379-Andres.pdf#page=23,esrc-eb88f61d4b2ede538c98b550642a62e4,,esrc-eb88f61d4b2ede538c98b550642a62e4-0ccf44987ff4156d99a5880560ef4778,cited selected person,,,10.1002/asi.23731,Adam B Jaffe,23,"Jaffe, Adam B, and Gaétan De Rassenfosse. 2017. Patent Citation Data in Social Science Research: Overview and Best Practices. Journal of the Association for Information Science and Technology 68 6: 13601374.",,
Directed technological change and general purpose technologies: can AI accelerate clean energy innovation? – Centre for Climate Change Economics and Policy,,2022-09-05,ESRC Centre for Climate Change Economics and Policy,think tank,https://www.cccep.ac.uk/publication/directed-technological-change-and-general-purpose-technologies-can-ai-accelerate-clean-energy-innovation/,https://www.cccep.ac.uk/wp-content/uploads/2022/09/working-paper-378_Andres-Dugoua-Dumas.pdf#page=40,esrc-66675072c224361f195096f542fe281a,,esrc-66675072c224361f195096f542fe281a-a1cc87852428ea538e17368edaaf6373,cited selected person,,,10.1002/asi.23731,Adam B Jaffe,40,"Jaffe, Adam B, and Gaétan De Rassenfosse. 2017. Patent Citation Data in Social Science Research: Overview and Best Practices. Journal of the Association for Information Science and Technology 68 6: 13601374.",,
Was the trade war justified? Solar PV innovation in Europe and the impact of the ‘China shock’ – Centre for Climate Change Economics and Policy,,2022-10-04,ESRC Centre for Climate Change Economics and Policy,think tank,https://www.cccep.ac.uk/publication/was-the-trade-war-justified-solar-pv-innovation-in-europe-and-the-impact-of-the-china-shock/,https://www.cccep.ac.uk/wp-content/uploads/2022/10/working-paper-379-Andres.pdf#page=23,esrc-eb88f61d4b2ede538c98b550642a62e4,,esrc-eb88f61d4b2ede538c98b550642a62e4-0ccf44987ff4156d99a5880560ef4778,cited selected person,,,10.1016/j.ecolecon.2004.12.027,Adam B Jaffe,23,"Jaffe, Adam B, Richard G Newell, and Robert N Stavins. 2005. A Tale of Two Market Failures: Technology and Environmental Policy. Ecological Economics 54 2-3: 164174.",,
Was the trade war justified? Solar PV innovation in Europe and the impact of the ‘China shock’ – Centre for Climate Change Economics and Policy,,2022-10-04,ESRC Centre for Climate Change Economics and Policy,think tank,https://www.cccep.ac.uk/publication/was-the-trade-war-justified-solar-pv-innovation-in-europe-and-the-impact-of-the-china-shock/,https://www.cccep.ac.uk/wp-content/uploads/2022/10/working-paper-379-Andres.pdf#page=23,esrc-eb88f61d4b2ede538c98b550642a62e4,,esrc-eb88f61d4b2ede538c98b550642a62e4-0ccf44987ff4156d99a5880560ef4778,cited selected person,,,10.1142/s201000781250025x,Adam B Jaffe,23,"Jaffe, Adam B. 2012. Technology Policy and Climate Change. Climate Change Economics 3 04: 1250025.",,
Getting on Track to Net Zero: Accelerating a Global Just Transition in This Decade,,2022-11-04,International Monetary Fund,igo,https://www.imf.org/en/Publications/staff-climate-notes/Issues/2022/10/31/Getting-on-Track-to-Net-Zero-Accelerating-a-Global-Just-Transition-in-This-Decade-525242,https://www.imf.org/-/media/Files/Publications/Staff-Climate-Notes/2022/English/CLNEA2022010.ashx#page=36,imf-7e08b4dc474f008e70b79a9993335129,,imf-7e08b4dc474f008e70b79a9993335129-1ad4e4355675760cc9c8d5ab84669b8f,cited selected person,,,10.1016/0928-7655(94)90001-9,Adam B Jaffe,36,"Jaffe, Adam B., and Robert N. Stavins. 1994. The Energy Paradox and the Diffusion of Conservation Technology. Resource and Energy Economics 16 2: 91122.",,
Getting on Track to Net Zero: Accelerating a Global Just Transition in This Decade,,2022-11-04,International Monetary Fund,igo,https://elibrary.imf.org/view/journals/066/2022/010/066.2022.issue-010-en.xml,https://elibrary.imf.org/downloadpdf/view/journals/066/2022/010/066.2022.issue-010-en.pdf#page=36,imf-4c47b24542c1479cc00ae0d8cc83fd2c,10.5089/9798400223877.066,imf-4c47b24542c1479cc00ae0d8cc83fd2c-6cad4aef93b4d3224301aeda39308915,cited selected person,,,10.1016/0928-7655(94)90001-9,Adam B Jaffe,36,"Jaffe, Adam B., and Robert N. Stavins. 1994. The Energy Paradox and the Diffusion of Conservation Technology. Resource and Energy Economics 16 2: 91122.",,
Comparing Policy Options to Address Export-related Carbon Leakage,,2023-06-20,Ecologic Institute,think tank,https://www.ecologic.eu/19263,https://www.ecologic.eu/sites/default/files/publication/2023/50126-CBAM-Export-Leakage-Germanwatch.pdf#page=24,ecologic-c3be4fc6b91aae29e68266bf8d713eaa,,ecologic-c3be4fc6b91aae29e68266bf8d713eaa-6f3c16130452925b14efa5d95af7ef9d,cited selected person,,,10.1016/j.ecolecon.2004.12.027,Adam B Jaffe,24,"Jaffe, Adam B., Richard G. Newell, and Robert N. Stavins. 2005. A Tale of Two Market Failures: Technology and Environmental Policy. Ecological Economics 54 23: 16474. https://doi.org/10.1016/j.ecolecon.2004.12.027.",,
The Economics of Electric Vehicles for Passenger Transportation,,2023-04-12,World Bank,igo,https://openknowledge.worldbank.org/handle/10986/39513,http://openknowledge.worldbank.org/bitstreams/4c73ad87-2972-44e3-942e-cd2e3bb32350/download#page=128,worldbank-7b1df972aacd18d004cae8392322d545,10.1596/978-1-4648-1948-3,worldbank-7b1df972aacd18d004cae8392322d545-3e36658a44352c497270e63ddfa12578,cited selected person,,,10.1016/j.ecolecon.2004.12.027,Adam B Jaffe,128,"Jaffe, Adam B., Richard G. Newell, and Robert N. Stavins. 2005. A Tale of Two Market Failures: Technology and Environmental Policy. Ecological Economics 54 23: 16474. https://doi.org/10.1016/j.ecolecon.2004.12.027.",,
The Economics of Electric Vehicles for Passenger Transportation (Draft),,2022-10-31,World Bank,igo,https://hdl.handle.net/10986/38265,n/a#page=128,worldbank-1880f8047e2bdbfaf72ef0c718bea122,,worldbank-1880f8047e2bdbfaf72ef0c718bea122-8b6f3348ccee8ff59923830ea7698c26,cited selected person,,,10.1016/j.ecolecon.2004.12.027,Adam B Jaffe,128,"Jaffe, Adam B., Richard G. Newell, and Robert N. Stavins. 2005. A Tale of Two Market Failures: Technology and Environmental Policy. Ecological Economics 54 23: 16474. https://doi.org/10.1016/j.ecolecon.2004.12.027.",,
Kazakhstan Country Climate and Development Report,,2022-11-01,World Bank,igo,https://hdl.handle.net/10986/38215,n/a#page=95,worldbank-d318b3d9ba7d20e68954957336fc36d4,,worldbank-d318b3d9ba7d20e68954957336fc36d4-b42e725a5367e6ed24c124f735c08742,cited selected person,,,10.1016/j.ecolecon.2004.12.027,Adam B Jaffe,95,"Jaffe, Adam B., Richard G. Newell, and Robert N. Stavins. 2005. A tale of two market failures: Technology and environmental policy. Ecological economics 54.2-3: 164-174.",,
Kazakhstan Country Climate and Development Report,,2022-10-27,World Bank,igo,https://openknowledge.worldbank.org/handle/10986/38215,https://openknowledge.worldbank.org/bitstream/10986/38215/2/Kazakhstan_CCDR_MainReport.pdf#page=74,worldbank-3865663ca4c5b9f14da9f64c9443d534,,worldbank-3865663ca4c5b9f14da9f64c9443d534-9508a5fd84311769c68059be470a397d,cited selected person,,,10.1016/j.ecolecon.2004.12.027,Adam B Jaffe,74,"Jaffe, Adam B., Richard G. Newell, and Robert N. Stavins. 2005. A tale of two market failures: Technology and environmental policy. Ecological economics 54.2-3: 164-174.",,
"Fiscal Monitor, April 2024: Fiscal Policy in the Great Election Year",,2024-04-10,International Monetary Fund,igo,https://elibrary.imf.org/display/book/9798400255632/9798400255632.xml,https://elibrary.imf.org/downloadpdf/display/book/9798400255632/9798400255632.pdf#page=64,imf-494efca0a8d3771e4ea07e63baadefd6,10.5089/9798400255632.089,imf-494efca0a8d3771e4ea07e63baadefd6-3480f4048948c5ff28c38b475b940b9e,cited selected person,,,10.1016/j.ecolecon.2004.12.027,Adam B Jaffe,64,"Jaffe, Adam B., Richard G. Newell, and Robert N. Stavins. 2005. A Tale of Two Market Failures: Technology and Environmental Policy. Ecological Economics 54: 16474.",,
"Carbon border adjustments, climate clubs, and subsidy races when climate policies vary",,2023-05-30,Peterson Institute for International Economics,think tank,https://www.piie.com/publications/working-papers/carbon-border-adjustments-climate-clubs-and-subsidy-races-when-climate,https://www.piie.com/sites/default/files/2023-05/wp23-3.pdf#page=25,piie-d7ef4a8b79730e3b42e2be2e854149bc,,piie-d7ef4a8b79730e3b42e2be2e854149bc-6e35e6fafaeeaa844d31e0ae739f92a7,cited selected person,,,10.1016/j.ecolecon.2004.12.027,Adam B Jaffe,25,"Jaffe, Adam B., Richard G. Newell, and Robert N. Stavins. 2005. A Tale of Two Market Failures: Technology and Environmental Policy. Ecological Economics. 54 2: 16474. https://doi.org/10.1016/j.ecolecon.2004.12.027.",,
"Science, research and innovation performance of the EU 2022 : building a sustainable future in uncertain times.",,2022-08-01,Publications Office of the European Union,government,https://op.europa.eu/en/publication-detail/-/publication/52f8a759-1c42-11ed-8fa0-01aa75ed71a1/language-en/format-PDF,https://op.europa.eu/o/opportal-service/download-handler?identifier=52f8a759-1c42-11ed-8fa0-01aa75ed71a1&format=pdf&language=en&productionSystem=cellar&part=#page=794,europa-76e0329d45ac7462177e288c31f57b8c,10.2777/78826,europa-76e0329d45ac7462177e288c31f57b8c-6a20e63b50cebae8c9ad1f2574f3379f,cited selected person,,,10.1038/nbt.4049,Adam B Jaffe,794,"Jefferson, O. A., Jaffe, A., Ashton, D., Warren, B., Koellhofer, D., Dulleck, U., Ballagh, A., Moe, J., DiCuccio, M., Bilder, G., Dolby, K., Jefferson, R. A. 2018, Mapping the global influence of published research on industry and innovation, Nature Biotechnology, 361, pp. 3139.",,
"Science, research and innovation performance of the EU 2022 : building a sustainable future in uncertain times.",,2022-08-01,Publications Office of the European Union,government,https://op.europa.eu/en/publication-detail/-/publication/52f8a759-1c42-11ed-8fa0-01aa75ed71a1/language-en/format-PDF,https://op.europa.eu/o/opportal-service/download-handler?identifier=52f8a759-1c42-11ed-8fa0-01aa75ed71a1&format=pdf&language=en&productionSystem=cellar&part=#page=794,europa-76e0329d45ac7462177e288c31f57b8c,10.2777/78826,europa-76e0329d45ac7462177e288c31f57b8c-6a20e63b50cebae8c9ad1f2574f3379f,cited selected person,,,10.1038/nbt.4049,Adam B Jaffe,794,"Jefferson, O. A., Jaffe, A., Ashton, D., Warren, B., Koellhofer, D., Dulleck, U., Ballagh, A., Moe, J., DiCuccio, M., Bilder, G., Dolby, K., Jefferson, R. A. 2018, Mapping the global influence of published research on industry and innovation, Nature Biotechnology, 361, pp. 3139.",,
Reviving productivity growth,,2024-10-07,OECD,igo,https://dx.doi.org/https://doi.org/10.1787/61244acd-en,n/a#page=105,oecddiscovery-6bb53640b1fa0203a283c7a80b421fbc,10.1787/61244acd-en,oecddiscovery-6bb53640b1fa0203a283c7a80b421fbc-93ffaee3dc8b4b894b5b6f1453be6602,cited selected person,,,10.1016/j.respol.2022.104629,Adam B Jaffe,105,"Kaltenberg, M., A. Jaffe and M. Lachman 2023, Invention and the life course: Age differences in patenting, Research Policy, Vol. 52/1, p. 104629, https://doi.org/10.1016/j.respol.2022.104629.",,
Reviving productivity growth,,2024-10-07,OECD,igo,https://dx.doi.org/https://doi.org/10.1787/61244acd-en,n/a#page=105,oecddiscovery-6bb53640b1fa0203a283c7a80b421fbc,10.1787/61244acd-en,oecddiscovery-6bb53640b1fa0203a283c7a80b421fbc-93ffaee3dc8b4b894b5b6f1453be6602,cited selected person,,,10.1016/j.respol.2022.104629,Adam B Jaffe,105,"Kaltenberg, M., A. Jaffe and M. Lachman 2023, Invention and the life course: Age differences in patenting, Research Policy, Vol. 52/1, p. 104629, https://doi.org/10.1016/j.respol.2022.104629.",,
Reviving productivity growth,,2024-10-07,OECD,igo,https://dx.doi.org/https://doi.org/10.1787/61244acd-en,n/a#page=105,oecddiscovery-6bb53640b1fa0203a283c7a80b421fbc,10.1787/61244acd-en,oecddiscovery-6bb53640b1fa0203a283c7a80b421fbc-93ffaee3dc8b4b894b5b6f1453be6602,cited selected person,,,10.1016/j.respol.2022.104629,Adam B Jaffe,105,"Kaltenberg, M., A. Jaffe and M. Lachman 2023, Invention and the life course: Age differences in patenting, Research Policy, Vol. 52/1, p. 104629, https://doi.org/10.1016/j.respol.2022.104629.",,
A profile of women inventors in Canada / by Mwamba Mtonga-Clare and Amélie Lafrance-Cooke.: CS36-28-0001-2024/2-1E-PDF Publications - Canada.ca,,2024-02-28,Government of Canada,government,http://publications.gc.ca/site/eng/9.934624/publication.html,https://publications.gc.ca/collections/collection_2024/statcan/36-28-0001/CS36-28-0001-2024-2-1-eng.pdf#page=15,governmentofcanada-446257ad3dc3518880ea208f1e57f49e,,governmentofcanada-446257ad3dc3518880ea208f1e57f49e-6848348002d259aaebf5bde2aa8b590e,cited selected person,,,10.1016/j.respol.2022.104629,Adam B Jaffe,15,"Kaltenberg, M., Jaffe, A.B., Lachman, M.E. 2022. Invention and the life course: Age differences in patenting. Research Policy. Volume 52, Issue 1.",,
A profile of women inventors in Canada / by Mwamba Mtonga-Clare and Amélie Lafrance-Cooke.: CS36-28-0001-2024/2-1E-PDF Publications - Canada.ca,,2024-02-28,Government of Canada,government,http://publications.gc.ca/site/eng/9.934624/publication.html,https://publications.gc.ca/collections/collection_2024/statcan/36-28-0001/CS36-28-0001-2024-2-1-eng.pdf#page=15,governmentofcanada-446257ad3dc3518880ea208f1e57f49e,,governmentofcanada-446257ad3dc3518880ea208f1e57f49e-6848348002d259aaebf5bde2aa8b590e,cited selected person,,,10.1016/j.respol.2022.104629,Adam B Jaffe,15,"Kaltenberg, M., Jaffe, A.B., Lachman, M.E. 2022. Invention and the life course: Age differences in patenting. Research Policy. Volume 52, Issue 1.",,
A profile of women inventors in Canada / by Mwamba Mtonga-Clare and Amélie Lafrance-Cooke.: CS36-28-0001-2024/2-1E-PDF Publications - Canada.ca,,2024-02-28,Government of Canada,government,http://publications.gc.ca/site/eng/9.934624/publication.html,https://publications.gc.ca/collections/collection_2024/statcan/36-28-0001/CS36-28-0001-2024-2-1-eng.pdf#page=15,governmentofcanada-446257ad3dc3518880ea208f1e57f49e,,governmentofcanada-446257ad3dc3518880ea208f1e57f49e-6848348002d259aaebf5bde2aa8b590e,cited selected person,,,10.1016/j.respol.2022.104629,Adam B Jaffe,15,"Kaltenberg, M., Jaffe, A.B., Lachman, M.E. 2022. Invention and the life course: Age differences in patenting. Research Policy. Volume 52, Issue 1.",,
