Key,Item Type,Publication Year,authors,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,keywords,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
49N5L2JF,journalArticle,2022,"Corbet, Shaen; Hou, Yang (Greg); Hu, Yang; Oxley, Les",The growth of oil futures in China: Evidence of market maturity through global crises,Energy Economics,,0140-9883,10.1016/j.eneco.2022.106243,https://www.sciencedirect.com/science/article/pii/S0140988322003863,"Chinese oil futures products were created in 2018, and have since presented an alternative, regional exchange through which to invest. This research tests for evidence of developing market maturity during the time since the market was established, specifically focusing on static and time-varying spillovers of higher moments between Chinese oil futures prices and other international crude oil markets. Chinese oil markets are also valuable when considering contagion and informational effects within the COVID-19 outbreak. Results indicate significant evidence of market maturity, to the extent that Chinese oil futures play a dominant role in the risk transmission of volatility, information asymmetry and extreme values, to both the international oil market and China’s domestic energy-related markets before the outbreak of the COVID-19. After the escalation of the COVID-19 pandemic, such maturity and informational effects deteriorate significantly. Such outcomes suggest that while Chinese oil futures markets were growing at pace to become a leading international oil product, the outbreak of COVID-19 has stalled such progress.",1/10/2022,7/05/2023 4:26,7/05/2023 4:26,7/05/2023 4:26,106243,,,114,,Energy Economics,The growth of oil futures in China,,,,,,,en,,,,,ScienceDirect,,,,C:\Users\User\Zotero\storage\TNYRJITZ\Corbet et al. - 2022 - The growth of oil futures in China Evidence of ma.pdf,,,China; Futures markets; Information asymmetry; Oil; Spillovers; Volatility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RXPXJUXJ,preprint,2022,"Corbet, Shaen; Goodell, John W.; Oxley, Les",Public Funds As Endorsements Against Misconduct? Evidence From European Banks,,,,10.2139/ssrn.4202088,https://papers.ssrn.com/abstract=4202088,"Many European banks received substantial public support through direct government investment and guarantees underpinning ownership structures in the wake of the subprime economic and European debt crises. We investigate, for banks that suffer adverse reputational events, whether such past public support exacerbates or mitigates corresponding investor reactions. Using a large and detailed database on firm-level reputational events, we examine the conditioning role of government supports on abnormal return responses to reputationally damaging events. Results show past public support positively insulates banks against costs associated with misbehaviour, consistent with public support establishing reputational capital that is prone for banks to misuse.",27/08/2022,7/05/2023 4:26,7/05/2023 4:26,7/05/2023 4:26,,,,,,,Public Funds As Endorsements Against Misconduct?,,,,,,"Rochester, NY",en,,SSRN Scholarly Paper,,,Social Science Research Network,,,,C:\Users\User\Zotero\storage\R2ZGI6YN\Corbet et al. - 2022 - Public Funds As Endorsements Against Misconduct E.pdf,,,Reputation; Abnormal Returns.; European Banking; Risk Management; Sentiment,,,,,,,,,,,,,,,,,,,4202088,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTXZ3RPJ,journalArticle,2022,"Corbet, Shaen; Cumming, Douglas J.; Hou, Yang (Greg); Hu, Yang; Oxley, Les","Have crisis-induced banking supports influenced European bank performance, resilience and price discovery?","Journal of International Financial Markets, Institutions and Money",,1042-4431,10.1016/j.intfin.2022.101566,https://www.sciencedirect.com/science/article/pii/S104244312200052X,"The ownership structures of European banks are today quite different relative to those before the Global Financial Crisis (GFC), particularly due to new takeovers, government guarantees, bailouts, and other defencive market responses post-GFC. These new ownership structures raise questions as to how these banks have performed, particularly during the implementation of non-standard central bank monetary policies in response to crises that have occurred since the GFC. This paper develops a time-varying series of changing government, private and public bank ownership structures, and compares the performance of several major European banking institutions during periods of crises and mitigating central bank actions. We specifically evaluate as to whether crisis-driven changes of ownership structure have influenced the corporate performance, resilience and signals of price discovery generated by these institutions? The COVID-19 pandemic is identified and used as an example of an idiosyncratic shock on which testing procedures are implemented. Significant differentials within the European banking system based on government supports are identified. The data examined show that the information share of price discovery among government-supported European banks is significantly higher in non-crisis periods than non-government supported banks. We present several companion tests consistent with this evidence and discuss a variety of implications for future research and policy.",1/05/2022,7/05/2023 4:25,7/05/2023 4:25,7/05/2023 4:25,101566,,,78,,"Journal of International Financial Markets, Institutions and Money",,,,,,,,en,,,,,ScienceDirect,,,,C:\Users\User\Zotero\storage\KW79MJ4L\S104244312200052X.html,,,COVID-19; Banks; Central banks; Crisis; Government guarantees; Monetary policy; Ownership structure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLZAITRQ,preprint,2022,"Conlon, Thomas; Corbet, Shaen; Hou, Greg; Hu, Yang; Larkin, Charles James; Oxley, Les",To CBDC or Not to CBDC. That is the Question.,,,,10.2139/ssrn.4205402,https://papers.ssrn.com/abstract=4205402,"The paper considers the potential motives for Central Banks’ issuance of digital currencies (hereafter CBDC), where an important issue relates to the risk they might subsequently carry due to the potential misuse of CBDC and the distrust of nations acting outside of expected norms. Against this, non issuance could significantly undermine an innovation which could act as the future of finance. However, complex cybercriminality, and both simplistic types of fraud and broad misusage by “rogue nations” will continue to sharply devalue the very concept of CBDC along with any inherent theoretical benefits for financial stability. Seeking to understand the balance of these motives for CBDC issuance, we assess whether sentiment provides significant and valuable information for both policymakers and regulators when attempting to better understand external influences, particularly when creating a product that may possess real and significant economic influence long into the future. Specifically, we focus on key questions, such as how CBDC-related central bank releases, severe negative events, and contagion effects sourced within traditional financial markets, impact upon sentiment related specifically to CBDC.",31/08/2022,7/05/2023 4:25,7/05/2023 4:25,7/05/2023 4:25,,,,,,,,,,,,,"Rochester, NY",en,,SSRN Scholarly Paper,,,Social Science Research Network,,,,C:\Users\User\Zotero\storage\PAZ7THDK\Conlon et al. - 2022 - To CBDC or Not to CBDC. That is the Question..pdf,,,Cryptocurrency; GARCH; Sentiment; CBDC; Central Bank; Stablecoin,,,,,,,,,,,,,,,,,,,4205402,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA3RTAW5,preprint,2022,"Conlon, Thomas; Corbet, Shaen; Hou, Greg; Hu, Yang; Oxley, Les",Seeking a Shock Haven: Hedging Extreme Upward Oil Price Changes,,,,10.2139/ssrn.4292020,https://papers.ssrn.com/abstract=4292020,"Crude oil is prone to large upward price shocks, creating challenges for personal and corporate budgeting. In this paper, we systematically assess a range of possible shock havens against large oil price shocks. Empirical tests uncover a rich set of assets which act both as hedges and shock havens, including precious metals, soft commodities, and currencies. The range of possible hedges is extensive, marked by a positive correlation with oil returns on average. Gold, silver, platinum, corn, and wheat are shown to provide consistent shock haven properties across various specifications, including those surrounding large price changes observed during the COVID-19 Pandemic and following the invasion of Ukraine.",1/12/2022,7/05/2023 4:25,7/05/2023 4:25,7/05/2023 4:25,,,,,,,Seeking a Shock Haven,,,,,,"Rochester, NY",en,,SSRN Scholarly Paper,,,Social Science Research Network,,,,,,,Uncertainty; Crude Oil; Hedge; Price Shock; Shock Haven,,,,,,,,,,,,,,,,,,,4292020,,,,,,,,,,,,,,,,,,,,,,,,,,,
T27VV4S9,preprint,2022,"Conlon, Thomas; Corbet, Shaen; Hou, Greg; Hu, Yang; Oxley, Les",Beyond the Noise – Information Discovery in Bitcoin Revisited,,,,10.2139/ssrn.4145789,https://papers.ssrn.com/abstract=4145789,"The introduction of futures contracts on an asset is often heralded as an indicator of market maturity. In this paper, we revisit the currently, mixed empirical evidence relating to price discovery between Bitcoin spot and futures markets. Confirming previous findings, information share (IS) and component share (CS) metrics suggest that futures markets lead spot markets in price discovery. In sharp contrast, however, results for the information share leadership (ILS) metric, which is more resistant to Bitcoin's pervasive market microstructure noise, indicate that price discovery in the spot market dominates in the pre-COVID period. Some evidence is found for the increasing dominance of futures markets in the post-COVID period, pointing to an emerging maturity in Bitcoin markets.",24/06/2022,7/05/2023 4:24,7/05/2023 4:24,7/05/2023 4:24,,,,,,,,,,,,,"Rochester, NY",en,,SSRN Scholarly Paper,,,Social Science Research Network,,,,,,,Bitcoin; DCC-GARCH.; Futures; Information Shares; Price Discovery,,,,,,,,,,,,,,,,,,,4145789,,,,,,,,,,,,,,,,,,,,,,,,,,,
5QFIF8FC,journalArticle,2022,"Collings, David; Corbet, Shaen; Hou, Yang (Greg); Hu, Yang; Larkin, Charles; Oxley, Les",The effects of negative reputational contagion on international airlines: The case of the Boeing 737-MAX disasters,International Review of Financial Analysis,,1057-5219,10.1016/j.irfa.2022.102048,https://www.sciencedirect.com/science/article/pii/S1057521922000229,"The Boeing 737-MAX was created for the ultra-competitive environment of the aviation industry and advertised as capable of delivering an 8% reduction in fuel and a 14% reduction in CO2 when compared to the Next-Generation 737, a substantial saving for airlines. This research sets out to establish the interactions of price volatility, information flow and source of price discovery between Boeing and the airlines that were susceptible to reputational contagion due to the Lion Air and Ethiopian Air crashes, both involving the Boeing 737-MAX. Results indicate significant evidence of pricing interactions between Boeing’s share price and those airlines with major 737-MAX orders and purchases, particularly those of low-cost carriers and leasing companies. DCC-GARCH estimates are consistent with a significant response to the second crash impacting on airlines, while the information flow and price discovery results present evidence that is consistent with the DCC-GARCH results, that is, that shocks in Boeing presented significant negative effects upon connected airlines. Further, analysts’ pricing errors are consistent with an industry caught unawares with regards to the first incident, but which slowly realised the broad sector implications following the second disaster. Financial markets quickly identified the 737-MAX with the disasters and adapted in response. Historical internal practices and decision-making at Boeing cannot be separated as the potential source of error spilling over into connected airlines.",1/03/2022,7/05/2023 4:24,7/05/2023 4:24,7/05/2023 4:24,102048,,,80,,International Review of Financial Analysis,The effects of negative reputational contagion on international airlines,,,,,,,en,,,,,ScienceDirect,,,,C:\Users\User\Zotero\storage\MZVQXR9Q\S1057521922000229.html,,,Financial markets; Volatility; Airlines; Contagion; Price discovery; Reputation risk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHMI5YM8,journalArticle,2023,"Chan, Felix; Oxley, Les",A pulse check on recent developments in time series econometrics,Journal of Economic Surveys,,1467-6419,10.1111/joes.12544,https://onlinelibrary.wiley.com/doi/abs/10.1111/joes.12544,This article motivates and summarizes the contributions of the special issues on Recent Developments in Time Series Econometrics.,2023,7/05/2023 4:18,7/05/2023 4:18,7/05/2023 4:18,3-Jun,,1,37,,,,,,,,,,en,,,,,Wiley Online Library,,_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1111/joes.12544,,C:\Users\User\Zotero\storage\FVP37ZTC\Chan and Oxley - 2023 - A pulse check on recent developments in time serie.pdf; C:\Users\User\Zotero\storage\6CDLM7SN\joes.html,,,ARDL; Bayesian State Space; Bubbles Testing; House Price; Insider Trading; Time Varying Moments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GGNKWE5S,journalArticle,2022,"Butler, Caitlan M. V.; Stevenson, Christopher M.; McCoy, Mark D.; Jorgensen, Alex; Ladefoged, Thegn N.",Temporal patterns in the economization of obsidian use in Aotearoa New Zealand,The Journal of Island and Coastal Archaeology,,"1556-4894, 1556-1828",10.1080/15564894.2022.2135649,https://www.tandfonline.com/doi/full/10.1080/15564894.2022.2135649,,2/12/2022,7/05/2023 4:18,7/05/2023 4:18,7/05/2023 4:18,Jan-21,,,,,The Journal of Island and Coastal Archaeology,,,,,,,,en,,,,,DOI.org (Crossref),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I7Q2YE4H,journalArticle,2022,"Brierley, Gary; Fuller, Ian; Williams, Gary; Hikuroa, Dan; Tilley, Alice",Re-Imagining Wild Rivers in Aotearoa New Zealand,Land,,2073-445X,10.3390/land11081272,https://www.mdpi.com/2073-445X/11/8/1272,"If wilderness is dead, do wild rivers exist and if so, in what form and in whose construction? This reflective article reviews perspectives on rivers in Aotearoa New Zealand as wild or tamed entities. A historical overview of the socio-cultural and institutional relationships with rivers examines the meanings of rivers in Aotearoa New Zealand through multiple lenses. This includes indigenous Māori knowledge, command-and-control mentalities of a settler society that assert human authority over rivers, the emergence of the environmental movement and associated legislation with a sustainability focus (the Resource Management Act), and recent movement towards co-governance arrangements that incorporate the original intent of Te Tiriti o Waitangi (1840). It is contended that management practices have disconnected society from rivers, and vice versa, creating a sense of environmental loss (solastalgia), especially for Māori. Using rivers in the Greater Wellington Region as examples, prospects to accommodate wild river behaviour in Aotearoa New Zealand are explored. Recognising that re-wilding is no longer a feasible option in most instances, further attempts to tame rivers are also considered to be unrealistic, especially in light of climate change and accentuated flood risk. Reconnecting with indigenous knowledge offers prospects to re-imagine wild rivers in Aotearoa, living generatively with rivers as dynamic and emergent entities.",2022-08,7/05/2023 4:15,7/05/2023 4:15,7/05/2023 4:15,1272,,8,11,,,,,,,,,,en,http://creativecommons.org/licenses/by/3.0/,,,,www.mdpi.com,,Number: 8 Publisher: Multidisciplinary Digital Publishing Institute,,C:\Users\User\Zotero\storage\4VHNMLY3\Brierley et al. - 2022 - Re-Imagining Wild Rivers in Aotearoa New Zealand.pdf,,,mātauranga Māori; re-wilding; river management; socio-ecology; space to move,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98XQ72UU,journalArticle,2023,"Brierley, Gary J.; Hikuroa, Daniel; Fuller, Ian C.; Tunnicliffe, Jon; Allen, Kristiann; Brasington, James; Friedrich, Heide; Hoyle, Jo; Measures, Richard",Reanimating the strangled rivers of Aotearoa New Zealand,WIREs Water,,2049-1948,10.1002/wat2.1624,https://onlinelibrary.wiley.com/doi/abs/10.1002/wat2.1624,"Contemporary management practices have artificially confined (strangled) river systems in Aotearoa New Zealand to support intensified land use in riparian areas. These practices work against nature, diminishing the functionality and biodiversity values of living rivers, and associated socio-cultural relations with rivers. River confinement can accentuate flood risk by promoting development in vulnerable locations and limiting the flexibility to adapt to changing climate, prospectively accentuating future disasters. To date, uptake of space-to-move management interventions that seek to address such shortcomings is yet to happen in Aotearoa New Zealand. This is despite the fact that such practices directly align with Māori (indigenous) conceptualizations of rivers as indivisible, living entities. Treaty of Waitangi obligations that assert Māori rights alongside colonial rights of a settler society provide an additional driver for uptake of space-to-move initiatives. This article outlines a biophysical prioritization framework to support the development and roll out of space-to-move interventions in ways that work with the character, behavior, condition, and evolutionary trajectory (recovery potential) of each river system in Aotearoa. This article is categorized under: Water and Life > Conservation, Management, and Awareness Science of Water > Water and Environmental Change",2023,7/05/2023 4:14,7/05/2023 4:14,7/05/2023 4:14,e1624,,2,10,,,,,,,,,,en,,,,,Wiley Online Library,,_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1002/wat2.1624,,C:\Users\User\Zotero\storage\YSWXDDAP\Brierley et al. - 2023 - Reanimating the strangled rivers of Aotearoa New Z.pdf; C:\Users\User\Zotero\storage\GHZ4CTD5\wat2.html,,,river management; geomorphology; Mātauranga Māori; restoration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4NGSEMAH,journalArticle,2022,"Bloch, Francis; Fabrizi, Simona; Lippert, Steffen",Hiding and herding in market entry,Journal of Economic Theory,,0022-0531,10.1016/j.jet.2022.105568,https://www.sciencedirect.com/science/article/pii/S0022053122001582,"We model entry decisions of rival firms into a new market with uncertain common entry costs, potential product market competition, and experimentation. We show that a separating equilibrium, where firms enter only when they learn that the cost is low and are immediately followed by their rival, always exists. We also show the existence of pooling equilibria. In these equilibria, uninformed firms coordinate to enter at specific entry dates with positive probability and firms that learn that the cost is low before those dates strategically delay their entry to hide under the cover of the uninformed firms. We show that these pooling equilibria, which do not trigger immediate entry, are more likely to exist with an early than a late entry date, that they are unique given a fixed entry date, and that equilibrium payoffs are nonmonotonic in the entry date. We also study recurrent-entry pooling equilibria with multiple entry dates for uninformed firms.",1/12/2022,7/05/2023 4:14,7/05/2023 4:14,7/05/2023 4:14,105568,,,206,,Journal of Economic Theory,,,,,,,,en,,,,,ScienceDirect,,,,C:\Users\User\Zotero\storage\6ELC37PI\S0022053122001582.html,,,Common values; Entry; Experimentation; Hiding and herding; Market competition; Uncertain and irreversible costs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2DT5JYUY,journalArticle,2022,"Bailey, Jo; Salmon, Rhian; Horst, Maja",The ‘Engagement Incubator’: using design to stimulate reflexivity about public engagement with science,Journal of Science Communication,,1824-2049,10.22323/2.21040201,https://jcom.sissa.it/archive/21/04/JCOM_2104_2022_A01,"Public Engagement with Science calls for scientists to think more reflexively about their research, and how assumptions, power and contexts influence associated communication. To interrogate this, we utilised design to stimulate reflexive thinking about science communication through a residential ‘Engagement Incubator’ that took the form of a pop-up cardboard laundromat. Participants reported an increased appreciation for, and insight into, PES theory, and its relevance to their work. In addition, our experience of enacting PES theory, and reflexive thematic analysis of data collected through the process, deepened our own understanding of PES and reinforced our appreciation of engagement as reproductive, and inherently circular work.",10/06/2022,7/05/2023 4:13,7/05/2023 4:13,7/05/2023 4:13,A01,,4,21,,JCOM,The ‘Engagement Incubator’,,,,,,,,,,,,DOI.org (Crossref),,,,C:\Users\User\Zotero\storage\KURJMAEX\Bailey et al. - 2022 - The ‘Engagement Incubator’ using design to stimul.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CX4NY7JK,journalArticle,2022,"Binny, Rachelle N.; Lustig, Audrey; Hendy, Shaun C.; Maclaren, Oliver J.; Ridings, Kannan M.; Vattiato, Giorgia; Plank, Michael J.",Real-time estimation of the effective reproduction number of SARS-CoV-2 in Aotearoa New Zealand,PeerJ,,2167-8359,10.7717/peerj.14119,https://peerj.com/articles/14119,"During an epidemic, real-time estimation of the effective reproduction number supports decision makers to introduce timely and effective public health measures. We estimate the time-varying effective reproduction number, Rt, during Aotearoa New Zealand’s August 2021 outbreak of the Delta variant of SARS-CoV-2, by fitting the publicly available EpiNow2 model to New Zealand case data. While we do not explicitly model non-pharmaceutical interventions or vaccination coverage, these two factors were the leading drivers of variation in transmission in this period and we describe how changes in these factors coincided with changes in Rt. Alert Level 4, New Zealand’s most stringent restriction setting which includes stay-at-home measures, was initially effective at reducing the median Rtto 0.6 (90% CrI 0.4, 0.8) on 29 August 2021. As New Zealand eased certain restrictions and switched from an elimination strategy to a suppression strategy, Rt subsequently increased to a median 1.3 (1.2, 1.4). Increasing vaccination coverage along with regional restrictions were eventually sufficient to reduce Rtbelow 1. The outbreak peaked at an estimated 198 (172, 229) new infected cases on 10 November, after which cases declined until January 2022. We continue to update Rtestimates in real time as new case data become available to inform New Zealand’s ongoing pandemic response.",17/10/2022,7/05/2023 4:12,7/05/2023 4:12,7/05/2023 4:12,e14119,,,10,,PeerJ,,,,,,,,en,,,,,peerj.com,,Publisher: PeerJ Inc.,,C:\Users\User\Zotero\storage\GHBA9PTH\Binny et al. - 2022 - Real-time estimation of the effective reproduction.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUHDGJ9M,journalArticle,2022,"Allen, Melinda S.; Lewis, Tara; Porch, Nick","Lost bioscapes: Floristic and arthropod diversity coincident with 12th century Polynesian settlement, Nuku Hiva, Marquesas Islands",PLOS ONE,,1932-6203,10.1371/journal.pone.0265224,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0265224,"Knowledge of biodiversity in the past, and the timing, nature, and drivers of human-induced ecological change, is important for gaining deep time perspectives and for modern conservation efforts. The Marquesas Islands (Polynesia) are one of the world’s most remote archipelagos and illustrate the vulnerability of indigenous bioscapes to anthropogenic activities. Characterised by high levels of endemism across many biotic groups, the full spectrum of the group’s flora and fauna is nonetheless incompletely known. Several centuries of Polynesian settlement reshaped biotic communities in ways that are not yet fully understood, and historically-introduced mammalian herbivores have devastated the indigenous lowland flora. We report here on archaeological recovery of a diverse assemblage of plant and arthropod subfossils from a waterlogged deposit on the largest Marquesan island: Nuku Hiva. These materials offer new perspectives on the composition of lowland plant and arthropod communities pene-contemporaneous with human arrival. Bayesian analysis of multiple 14C results from short-lived materials date the assemblages to the mid-12th century AD (1129–1212 cal. AD, 95.4% HPD). Evidence for human activities in the catchment coincident with deposit formation includes Polynesian associated arthropods, microcharcoal, and an adzed timber. Plant macrofossils (seeds, fruits, vegetative structures) and microfossils (pollen, phytoliths) reveal coastal and lowland wet-moist forest communities unlike those observed today. Several apparently extinct taxa are identified, along with extant taxa currently constrained to high altitude and/or interior areas. A diverse inventory of subfossil arthropods—the first pre-18th century records for the islands—includes more than 100 distinct taxa, with several new archipelago records and one previously unreported for eastern Polynesia. The assemblages provide new insights into lowland Marquesan forest communities coincident with human arrival, and portend the considerable anthropogenic transformations that followed. These records also have implications for human colonisation of the Marquesas Islands and East Polynesia at large.",30/03/2022,7/05/2023 4:10,7/05/2023 4:10,7/05/2023 4:10,e0265224,,3,17,,PLOS ONE,Lost bioscapes,,,,,,,en,,,,,PLoS Journals,,Publisher: Public Library of Science,,C:\Users\User\Zotero\storage\J37IF9PB\Allen et al. - 2022 - Lost bioscapes Floristic and arthropod diversity .pdf,,,Ants; Arthropoda; Beetles; Forests; Islands; Polynesian people; Sediment; Subfossils,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R3SY6KFZ,journalArticle,2022,"Abdelmegid, Mohammed Adel; O’Sullivan, Michael; González, Vicente A; Walker, Cameron G; Poshdar, Mani",A case study on the use of a conceptual modeling framework for construction simulation,SIMULATION,,0037-5497,10.1177/00375497211056087,https://doi.org/10.1177/00375497211056087,"Construction simulation has been an active area of research in the last six decades. Nevertheless, there has been a gap between academia and industry in realizing the capabilities of simulation to support decision-making in construction. One of the well-recognized reasons is the difficulty of undertaking comprehensive simulation studies by construction practitioners, who usually lack sufficient knowledge and skills to adequately build simulation models. Efforts to bridge this gap have been focused on simplifying the computer coding and model implementation stages of construction simulation studies with limited research on the early stage of defining the model and abstracting the system, i.e., conceptual modeling. The conceptual modeling stage is known to be one of the most difficult tasks in a simulation study. Thus, several frameworks to support building conceptual models have been proposed in simulation literature. This study contributes to the research efforts to promote simulation in the construction industry through the adoption of a conceptual modeling framework. It demonstrates the application of the proposed conceptual modeling framework in a case study of piling operations. The findings of this paper reinforced the significance of conceptual modeling by confirming the role of the conceptual model as a communication link between stakeholders. Moreover, the conceptual model was used as a specification document for developing a flexible model that can be replicated in other settings. The use of a documented conceptual model assisted in managing the overall simulation study efficiently, which, in turn, lead to reductions in time and effort for different modeling activities.",1/05/2022,7/05/2023 4:01,7/05/2023 4:01,7/05/2023 4:01,433-460,,5,98,,,,,,,,,,en,,,,,SAGE Journals,,Publisher: SAGE Publications Ltd STM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4HPMZP52,conferencePaper,2015,"O'sullivan, John; Kipyego, Ezekiel; Croucher, Adrian; Ofwona, Cornel; O'sullivan, Mike",AY,Proceedings World Geothermal Congress,,,,,"ABSTRACT The Menengai geothermal system is hosted in a ring-like caldera a short distance north of the city of Nakuru in Kenya. In 2010 it became the second field in Kenya to be developed for energy generation, following Olkaria, which has proven to be successful and is currently undergoing expansion. In 2013 a preliminary numerical model of the Menengai field was developed  In this work a new model is developed in which supercritical conditions are imposed in the upflow region of the bottom boundary. The model is run using the University of Auckland supercritical version of the TOUGH2 simulator  Comparisons of modelled downhole temperatures with field data show that the supercritical model achieves a significantly better match than the preliminary model and that artificially low permeabilities are not required at the bottom of the model to replicate the high temperatures encountered. The possible production and reinjection scenarios investigated previously are implemented using the supercritical model and the differences discussed.",2015,22/06/2022 23:46,3/09/2022 23:55,,,,,,,,,,,,,,,,,,,,CiteSeer,,,,C:\Users\User\Zotero\storage\TVFUIRFJ\O'sullivan et al. - A Supercritical Model of the Menengai Geothermal S.pdf; C:\Users\User\Zotero\storage\HJL4KSCT\summary.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,World Geothermal Congress,,,,,,,,,,,,,,,
WZIYT7HX,journalArticle,2015,"Hengl, Tomislav; Roudier, Pierre; Beaudette, Dylan; Pebesma, Edzer",<b>plotKML</b> : Scientific Visualization of Spatio-Temporal Data,Journal of Statistical Software,,1548-7660,10.18637/jss.v063.i05,http://www.jstatsoft.org/v63/i05/,,2015,22/06/2022 23:46,24/06/2022 1:40,13/06/2022 0:37,,,5,63,,J. Stat. Soft.,<b>plotKML</b>,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\User\Zotero\storage\EJ6BW8PB\Hengl et al. - 2015 - plotKML  Scientific Visualization of Spati.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPVFMSD7,report,2021,"Hall, David; Lindsay, Sam",Scaling Climate Finance : Biodiversity Instruments.,,,,,http://data.bioheritage.nz/dataset/biodiversity-instruments,,2021,22/06/2022 23:46,23/06/2022 12:14,21/06/2022 4:18,,,,,,,,,,,Biodiversity Instruments,"Auckland: Mōhio Research, 2021.",,en,,Concept Paper,,,DOI.org (Datacite),,Publisher: New Zealand's Biological Heritage National Science Challenge  DOI: 10.34721/YC1W-ME20,,C:\Users\User\Zotero\storage\PAH9QSM6\Hall and Lindsay - 2021 - Biodiversity Instruments.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XGW4EX2L,report,2021,"Plank, Michael J.; Hendy, Shaun C.; Binny, Rachelle N.; Maclaren, Oliver",Technical report: Modelling the August 2021 COVID-19 outbreak in New Zealand,,,,,,,2021,22/06/2022 23:46,23/06/2022 12:12,,28,,,,,,,,,,,Te Pūnaha Matatini,,en,,Technical Report,,,Zotero,,,,C:\Users\User\Zotero\storage\3P5YE5ET\Matatini - Technical report Modelling the August 2021 COVID-.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82CBKZ37,report,2021,"Steyn, Nicholas; Hendy, Shaun C.; Plank, Michael J.; Binny, Rachelle N.",Technical report: update to modelling 7 September 2021,,,,,,"It is highly likely that the R number was less than 1 between 23 August and 4 September, which means cases are decreasing. • It is uncertain exactly how much R is less than 1. This is important because it makes a large difference to the length of time needed to eliminate the outbreak. • Fitting the model to data up to 4 September, the central estimate for 𝑅!"""" is 0.4 with a 95% CrI (0.2, 0.6). • NB there are important caveats to this estimate: o The estimates are subject to modelling assumptions, which will not all be correct. o The model assumes that there are no large undetected clusters currently in the community. o The model assumes that the effect of Alert Level 4 restrictions on transmission is constant in the period from 23 August onwards whereas in reality a range of factors could cause 𝑅!"""" to change over time.",2021,22/06/2022 23:46,23/06/2022 12:12,,6,,,,,,,,,,,Te Pūnaha Matatini,,en,,Technical Report,,,Zotero,,,,C:\Users\User\Zotero\storage\XH3AL8E4\Matatini - Technical report update to modelling 7 September .pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
